-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2022 through 12/31/2024 in LST
Location: latitude  -8.2335   longitude 113.6667 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 547.04 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
YEAR,MO,DY,PRECTOTCORR
2023,2,25,4.3
2023,2,26,9.31
2023,2,27,15.34
2023,2,28,4.97
2023,3,1,7.14
2023,3,2,18.99
2023,3,3,1.74
2023,3,4,3.3
2023,3,5,23.86
2023,3,6,8.85
2023,3,7,0.32
2023,3,8,24.02
2023,3,9,3.14
2023,3,10,0.96
2023,3,11,0.07
2023,3,12,1.45
2023,3,13,4.22
2023,3,14,10.81
2023,3,15,5.26
2023,3,16,0.34
2023,3,17,0.16
2023,3,18,0.54
2023,3,19,3.5
2023,3,20,3.59
2023,3,21,7.51
2023,3,22,11.41
2023,3,23,2.39
2023,3,24,2.48
2023,3,25,3.36
2023,3,26,4.88
2023,3,27,3.06
2023,3,28,5.53
2023,3,29,12.36
2023,3,30,5.51
2023,3,31,14.44
2023,4,1,5.24
2023,4,2,2.53
2023,4,3,7.41
2023,4,4,2.55
2023,4,5,1.05
2023,4,6,12.18
2023,4,7,5.21
2023,4,8,17.71
2023,4,9,32.06
2023,4,10,24.0
2023,4,11,10.23
2023,4,12,6.27
2023,4,13,11.07
2023,4,14,4.12
2023,4,15,14.86
2023,4,16,8.54
2023,4,17,6.46
2023,4,18,0.13
2023,4,19,1.67
2023,4,20,1.39
2023,4,21,17.99
2023,4,22,3.82
2023,4,23,5.47
2023,4,24,2.26
2023,4,25,1.14
2023,4,26,1.61
2023,4,27,0.62
2023,4,28,14.92
2023,4,29,12.05
2023,4,30,1.81
2023,5,1,2.12
2023,5,2,4.59
2023,5,3,14.84
2023,5,4,8.37
2023,5,5,1.31
2023,5,6,1.41
2023,5,7,0.04
2023,5,8,0.02
2023,5,9,2.38
2023,5,10,3.25
2023,5,11,3.95
2023,5,12,1.15
2023,5,13,0.01
2023,5,14,0.01
2023,5,15,0.0
2023,5,16,0.0
2023,5,17,0.01
2023,5,18,0.01
2023,5,19,0.01
2023,5,20,0.02
2023,5,21,0.0
2023,5,22,0.02
2023,5,23,0.01
2023,5,24,0.0
2023,5,25,0.0
2023,5,26,0.01
2023,5,27,0.02
2023,5,28,0.03
2023,5,29,0.14
2023,5,30,0.06
2023,5,31,0.04
2023,6,1,0.01
2023,6,2,0.02
2023,6,3,0.01
2023,6,4,0.26
2023,6,5,0.38
2023,6,6,5.66
2023,6,7,4.45
2023,6,8,0.65
2023,6,9,0.15
2023,6,10,0.1
2023,6,11,0.49
2023,6,12,1.22
2023,6,13,0.25
2023,6,14,0.01
2023,6,15,0.01
2023,6,16,0.0
2023,6,17,0.0
2023,6,18,0.0
2023,6,19,0.0
2023,6,20,0.0
2023,6,21,0.0
2023,6,22,0.0
2023,6,23,0.0
2023,6,24,0.0
2023,6,25,0.83
2023,6,26,1.54
2023,6,27,0.01
2023,6,28,0.01
2023,6,29,0.05
2023,6,30,0.47
2023,7,1,10.68
2023,7,2,4.46
2023,7,3,1.02
2023,7,4,10.08
2023,7,5,8.0
2023,7,6,7.25
2023,7,7,34.27
2023,7,8,5.4
2023,7,9,0.46
2023,7,10,0.05
2023,7,11,0.01
2023,7,12,0.2
2023,7,13,1.71
2023,7,14,0.21
2023,7,15,0.02
2023,7,16,0.0
2023,7,17,0.0
2023,7,18,0.0
2023,7,19,0.0
2023,7,20,0.0
2023,7,21,0.0
2023,7,22,0.01
2023,7,23,0.0
2023,7,24,0.03
2023,7,25,0.05
2023,7,26,0.01
2023,7,27,0.0
2023,7,28,0.0
2023,7,29,0.03
2023,7,30,0.45
2023,7,31,0.19
2023,8,1,0.01
2023,8,2,0.01
2023,8,3,0.01
2023,8,4,0.0
2023,8,5,0.08
2023,8,6,0.09
2023,8,7,0.02
2023,8,8,0.0
2023,8,9,0.0
2023,8,10,0.0
2023,8,11,0.0
2023,8,12,0.03
2023,8,13,0.07
2023,8,14,0.06
2023,8,15,0.09
2023,8,16,0.22
2023,8,17,1.04
2023,8,18,0.29
2023,8,19,0.02
2023,8,20,0.26
2023,8,21,0.28
2023,8,22,0.04
2023,8,23,0.01
2023,8,24,0.02
2023,8,25,0.03
2023,8,26,0.02
2023,8,27,0.4
2023,8,28,0.36
2023,8,29,0.01
2023,8,30,0.0
2023,8,31,0.0
2023,9,1,0.0
2023,9,2,0.0
2023,9,3,0.0
2023,9,4,0.0
2023,9,5,0.0
2023,9,6,0.0
2023,9,7,0.0
2023,9,8,0.0
2023,9,9,0.0
2023,9,10,0.0
2023,9,11,0.0
2023,9,12,0.04
2023,9,13,0.69
2023,9,14,0.54
2023,9,15,0.04
2023,9,16,0.03
2023,9,17,0.57
2023,9,18,0.42
2023,9,19,0.01
2023,9,20,0.0
2023,9,21,0.0
2023,9,22,0.0
2023,9,23,0.0
2023,9,24,0.0
2023,9,25,0.0
2023,9,26,0.0
2023,9,27,0.0
2023,9,28,0.0
2023,9,29,0.0
2023,9,30,0.0
2023,10,1,0.0
2023,10,2,0.0
2023,10,3,0.0
2023,10,4,0.0
2023,10,5,0.0
2023,10,6,0.0
2023,10,7,0.0
2023,10,8,0.0
2023,10,9,0.0
2023,10,10,0.0
2023,10,11,0.0
2023,10,12,0.0
2023,10,13,0.0
2023,10,14,0.0
2023,10,15,0.0
2023,10,16,0.0
2023,10,17,0.0
2023,10,18,0.0
2023,10,19,0.0
2023,10,20,0.0
2023,10,21,0.0
2023,10,22,0.0
2023,10,23,0.05
2023,10,24,0.13
2023,10,25,0.0
2023,10,26,0.0
2023,10,27,0.0
2023,10,28,0.0
2023,10,29,0.0
2023,10,30,0.0
2023,10,31,0.0
2023,11,1,0.0
2023,11,2,0.02
2023,11,3,0.19
2023,11,4,7.99
2023,11,5,2.29
2023,11,6,0.01
2023,11,7,0.01
2023,11,8,0.0
2023,11,9,1.84
2023,11,10,1.57
2023,11,11,0.01
2023,11,12,0.18
2023,11,13,2.43
2023,11,14,1.97
2023,11,15,0.44
2023,11,16,3.19
2023,11,17,3.21
2023,11,18,0.01
2023,11,19,0.0
2023,11,20,0.0
2023,11,21,0.0
2023,11,22,0.04
2023,11,23,1.42
2023,11,24,1.74
2023,11,25,1.58
2023,11,26,1.55
2023,11,27,5.51
2023,11,28,32.67
2023,11,29,4.23
2023,11,30,1.87
2023,12,1,199.93
2023,12,2,55.02
2023,12,3,6.11
2023,12,4,120.44
2023,12,5,63.12
2023,12,6,0.68
2023,12,7,10.2
2023,12,8,13.68
2023,12,9,7.49
2023,12,10,15.77
2023,12,11,3.1
2023,12,12,0.56
2023,12,13,10.01
2023,12,14,19.08
2023,12,15,10.43
2023,12,16,6.68
2023,12,17,0.08
2023,12,18,0.02
2023,12,19,0.01
2023,12,20,0.0
2023,12,21,0.69
2023,12,22,0.19
2023,12,23,0.0
2023,12,24,0.01
2023,12,25,17.71
2023,12,26,0.33
2023,12,27,0.2
2023,12,28,0.29
2023,12,29,7.76
2023,12,30,5.74
2023,12,31,1.14
2024,1,1,6.4
2024,1,2,2.24
2024,1,3,1.57
2024,1,4,2.17
2024,1,5,0.72
2024,1,6,0.98
2024,1,7,1.52
2024,1,8,19.67
2024,1,9,18.42
2024,1,10,7.14
2024,1,11,1.49
2024,1,12,0.49
2024,1,13,0.04
2024,1,14,0.01
2024,1,15,1.88
2024,1,16,16.68
2024,1,17,23.97
2024,1,18,21.86
2024,1,19,17.13
2024,1,20,2.83
2024,1,21,2.16
2024,1,22,9.94
2024,1,23,0.67
2024,1,24,1.0
2024,1,25,1.25
2024,1,26,9.25
2024,1,27,1.23
2024,1,28,5.91
2024,1,29,28.75
2024,1,30,8.07
2024,1,31,29.5
2024,2,1,25.7
2024,2,2,2.85
2024,2,3,25.34
2024,2,4,10.5
2024,2,5,24.88
2024,2,6,69.32
2024,2,7,15.26
2024,2,8,1.71
2024,2,9,9.19
2024,2,10,16.84
2024,2,11,39.81
2024,2,12,7.59
2024,2,13,12.5
2024,2,14,3.21
2024,2,15,0.37
2024,2,16,0.24
2024,2,17,3.61
2024,2,18,11.11
2024,2,19,3.75
2024,2,20,2.43
2024,2,21,7.09
2024,2,22,9.64
2024,2,23,3.18
2024,2,24,1.09
2024,2,25,2.95
2024,2,26,25.4
2024,2,27,2.24
2024,2,28,11.47
2024,2,29,10.23
2024,3,1,15.0
2024,3,2,3.39
2024,3,3,1.73
2024,3,4,6.77
2024,3,5,2.29
2024,3,6,5.08
2024,3,7,7.24
2024,3,8,7.04
2024,3,9,28.68
2024,3,10,3.26
2024,3,11,3.51
2024,3,12,8.01
2024,3,13,19.27
2024,3,14,10.82
2024,3,15,9.68
2024,3,16,3.31
2024,3,17,3.67
2024,3,18,0.67
2024,3,19,0.73
2024,3,20,0.69
2024,3,21,2.75
2024,3,22,4.19
2024,3,23,2.45
2024,3,24,1.03
2024,3,25,3.54
2024,3,26,0.9
2024,3,27,0.03
2024,3,28,2.28
2024,3,29,1.59
2024,3,30,2.25
2024,3,31,5.47
2024,4,1,4.22
2024,4,2,7.0
2024,4,3,1.55
2024,4,4,18.4
2024,4,5,61.31
2024,4,6,1.7
2024,4,7,20.18
2024,4,8,21.85
2024,4,9,19.18
2024,4,10,2.81
2024,4,11,2.32
2024,4,12,2.69
2024,4,13,3.77
2024,4,14,6.79
2024,4,15,3.55
2024,4,16,2.52
2024,4,17,1.81
2024,4,18,3.16
2024,4,19,1.19
2024,4,20,11.08
2024,4,21,7.65
2024,4,22,4.63
2024,4,23,5.77
2024,4,24,3.53
2024,4,25,10.32
2024,4,26,3.15
2024,4,27,0.83
2024,4,28,0.01
2024,4,29,0.01
2024,4,30,0.33
2024,5,1,0.08
2024,5,2,0.82
2024,5,3,0.18
2024,5,4,0.11
2024,5,5,0.03
2024,5,6,0.02
2024,5,7,0.28
2024,5,8,1.56
2024,5,9,1.69
2024,5,10,0.58
2024,5,11,0.03
2024,5,12,0.0
2024,5,13,0.0
2024,5,14,0.0
2024,5,15,0.01
2024,5,16,0.19
2024,5,17,0.34
2024,5,18,0.14
2024,5,19,0.15
2024,5,20,0.06
2024,5,21,0.03
2024,5,22,0.1
2024,5,23,0.11
2024,5,24,2.69
2024,5,25,1.6
2024,5,26,0.22
2024,5,27,0.74
2024,5,28,0.22
2024,5,29,0.3
2024,5,30,0.65
2024,5,31,0.02
2024,6,1,0.29
2024,6,2,0.15
2024,6,3,2.4
2024,6,4,0.48
2024,6,5,0.2
2024,6,6,3.5
2024,6,7,8.54
2024,6,8,5.81
2024,6,9,3.69
2024,6,10,0.42
2024,6,11,0.1
2024,6,12,0.56
2024,6,13,0.23
2024,6,14,3.88
2024,6,15,9.29
2024,6,16,0.19
2024,6,17,0.17
2024,6,18,0.07
2024,6,19,0.01
2024,6,20,0.01
2024,6,21,0.02
2024,6,22,0.03
2024,6,23,0.39
2024,6,24,1.63
2024,6,25,3.59
2024,6,26,1.76
2024,6,27,4.45
2024,6,28,8.96
2024,6,29,2.17
2024,6,30,0.68
2024,7,1,2.85
2024,7,2,13.83
2024,7,3,4.3
2024,7,4,3.77
2024,7,5,0.03
2024,7,6,0.23
2024,7,7,0.51
2024,7,8,0.01
2024,7,9,0.01
2024,7,10,0.01
2024,7,11,0.03
2024,7,12,0.03
2024,7,13,0.0
2024,7,14,0.0
2024,7,15,0.02
2024,7,16,0.01
2024,7,17,0.0
2024,7,18,0.0
2024,7,19,0.0
2024,7,20,0.0
2024,7,21,0.0
2024,7,22,0.0
2024,7,23,0.29
2024,7,24,0.0
2024,7,25,0.01
2024,7,26,0.01
2024,7,27,0.04
2024,7,28,0.18
2024,7,29,0.12
2024,7,30,2.64
2024,7,31,0.95
2024,8,1,0.58
2024,8,2,0.4
2024,8,3,0.08
2024,8,4,0.03
2024,8,5,0.0
2024,8,6,0.0
2024,8,7,0.0
2024,8,8,0.0
2024,8,9,0.0
2024,8,10,0.0
2024,8,11,0.0
2024,8,12,0.0
2024,8,13,0.01
2024,8,14,0.0
2024,8,15,0.0
2024,8,16,0.0
2024,8,17,0.0
2024,8,18,0.0
2024,8,19,0.0
2024,8,20,0.0
2024,8,21,0.0
2024,8,22,0.0
2024,8,23,0.0
2024,8,24,0.07
2024,8,25,0.18
2024,8,26,0.03
2024,8,27,0.06
2024,8,28,0.0
2024,8,29,0.0
2024,8,30,0.0
2024,8,31,0.0
2024,9,1,0.0
2024,9,2,0.0
2024,9,3,0.01
2024,9,4,1.31
2024,9,5,0.67
2024,9,6,0.04
2024,9,7,0.75
2024,9,8,0.31
2024,9,9,0.02
2024,9,10,0.01
2024,9,11,0.0
2024,9,12,0.32
2024,9,13,0.23
2024,9,14,0.02
2024,9,15,0.06
2024,9,16,0.13
2024,9,17,0.04
2024,9,18,0.0
2024,9,19,0.0
2024,9,20,0.0
2024,9,21,0.01
2024,9,22,0.07
2024,9,23,7.08
2024,9,24,7.21
2024,9,25,2.8
2024,9,26,1.91
2024,9,27,0.7
2024,9,28,0.02
2024,9,29,0.03
2024,9,30,0.13
2024,10,1,0.15
2024,10,2,0.02
2024,10,3,0.01
2024,10,4,0.09
2024,10,5,0.09
2024,10,6,0.06
2024,10,7,0.45
2024,10,8,0.31
2024,10,9,0.0
2024,10,10,0.0
2024,10,11,0.0
2024,10,12,0.0
2024,10,13,0.0
2024,10,14,0.0
2024,10,15,0.0
2024,10,16,0.0
2024,10,17,0.0
2024,10,18,0.07
2024,10,19,1.86
2024,10,20,7.69
2024,10,21,8.05
2024,10,22,9.22
2024,10,23,3.58
2024,10,24,0.01
2024,10,25,0.0
2024,10,26,0.0
2024,10,27,0.0
2024,10,28,0.01
2024,10,29,0.05
2024,10,30,0.99
2024,10,31,6.42
2024,11,1,20.81
2024,11,2,17.72
2024,11,3,14.56
2024,11,4,1.73
2024,11,5,0.1
2024,11,6,0.08
2024,11,7,0.04
2024,11,8,0.74
2024,11,9,0.47
2024,11,10,0.14
2024,11,11,0.1
2024,11,12,5.2
2024,11,13,3.0
2024,11,14,0.24
2024,11,15,6.61
2024,11,16,1.07
2024,11,17,7.19
2024,11,18,0.56
2024,11,19,2.26
2024,11,20,1.06
2024,11,21,1.7
2024,11,22,7.38
2024,11,23,2.32
2024,11,24,6.18
2024,11,25,0.47
2024,11,26,6.67
2024,11,27,22.02
2024,11,28,1.64
2024,11,29,17.82
2024,11,30,18.82
2024,12,1,8.55
2024,12,2,9.62
2024,12,3,6.4
2024,12,4,5.44
2024,12,5,8.06
2024,12,6,11.47
2024,12,7,7.82
2024,12,8,10.01
2024,12,9,9.23
2024,12,10,41.01
2024,12,11,23.22
2024,12,12,39.89
2024,12,13,6.27
2024,12,14,24.16
2024,12,15,27.1
2024,12,16,8.19
2024,12,17,12.44
2024,12,18,13.48
2024,12,19,0.76
2024,12,20,0.5
2024,12,21,16.54
2024,12,22,16.62
2024,12,23,14.45
2024,12,24,19.15
2024,12,25,31.43
2024,12,26,9.24
2024,12,27,1.17
2024,12,28,15.54
2024,12,29,2.0
2024,12,30,5.99
2024,12,31,4.08
