-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2022 through 12/31/2024 in LST
Location: latitude  -7.1334   longitude 112.3167 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 18.05 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
YEAR,MO,DY,PRECTOTCORR
2023,10,15,0.07
2023,10,16,0.06
2023,10,17,0.01
2023,10,18,0.01
2023,10,19,0.0
2023,10,20,0.0
2023,10,21,0.0
2023,10,22,0.0
2023,10,23,0.04
2023,10,24,0.36
2023,10,25,0.12
2023,10,26,0.05
2023,10,27,0.02
2023,10,28,0.01
2023,10,29,0.04
2023,10,30,0.05
2023,10,31,0.3
2023,11,1,0.07
2023,11,2,0.16
2023,11,3,1.45
2023,11,4,10.31
2023,11,5,4.0
2023,11,6,0.13
2023,11,7,0.16
2023,11,8,0.13
2023,11,9,2.23
2023,11,10,4.46
2023,11,11,0.82
2023,11,12,0.84
2023,11,13,1.21
2023,11,14,2.2
2023,11,15,2.61
2023,11,16,3.93
2023,11,17,7.76
2023,11,18,0.69
2023,11,19,0.26
2023,11,20,0.76
2023,11,21,0.68
2023,11,22,1.11
2023,11,23,1.37
2023,11,24,4.23
2023,11,25,4.73
2023,11,26,2.39
2023,11,27,12.7
2023,11,28,17.7
2023,11,29,6.59
2023,11,30,8.49
2023,12,1,216.1
2023,12,2,23.16
2023,12,3,22.53
2023,12,4,249.46
2023,12,5,74.84
2023,12,6,10.34
2023,12,7,18.4
2023,12,8,11.63
2023,12,9,8.69
2023,12,10,18.84
2023,12,11,4.36
2023,12,12,1.37
2023,12,13,13.53
2023,12,14,10.51
2023,12,15,10.28
2023,12,16,6.76
2023,12,17,3.09
2023,12,18,0.21
2023,12,19,0.08
2023,12,20,0.03
2023,12,21,0.31
2023,12,22,0.24
2023,12,23,0.78
2023,12,24,1.61
2023,12,25,16.63
2023,12,26,5.37
2023,12,27,9.12
2023,12,28,1.57
2023,12,29,8.67
2023,12,30,9.74
2023,12,31,10.4
2024,1,1,4.74
2024,1,2,5.73
2024,1,3,3.57
2024,1,4,2.28
2024,1,5,0.77
2024,1,6,4.04
2024,1,7,4.11
2024,1,8,23.19
2024,1,9,11.02
2024,1,10,7.4
2024,1,11,1.92
2024,1,12,1.71
2024,1,13,1.8
2024,1,14,2.55
2024,1,15,5.9
2024,1,16,27.84
2024,1,17,32.3
2024,1,18,24.43
2024,1,19,27.56
2024,1,20,3.38
2024,1,21,5.09
2024,1,22,12.41
2024,1,23,5.12
2024,1,24,3.48
2024,1,25,2.6
2024,1,26,3.07
2024,1,27,2.5
2024,1,28,2.55
2024,1,29,19.59
2024,1,30,18.32
2024,1,31,22.9
2024,2,1,10.94
2024,2,2,16.1
2024,2,3,9.03
2024,2,4,14.76
2024,2,5,55.98
2024,2,6,34.98
2024,2,7,31.84
2024,2,8,5.91
2024,2,9,5.91
2024,2,10,18.25
2024,2,11,49.47
2024,2,12,6.25
2024,2,13,6.77
2024,2,14,3.14
2024,2,15,0.51
2024,2,16,0.86
2024,2,17,10.62
2024,2,18,7.14
2024,2,19,10.12
2024,2,20,1.8
2024,2,21,12.0
2024,2,22,12.72
2024,2,23,3.31
2024,2,24,2.75
2024,2,25,5.79
2024,2,26,24.1
2024,2,27,1.12
2024,2,28,19.36
2024,2,29,6.63
2024,3,1,4.93
2024,3,2,4.08
2024,3,3,0.59
2024,3,4,2.82
2024,3,5,1.77
2024,3,6,4.27
2024,3,7,3.68
2024,3,8,13.65
2024,3,9,19.92
2024,3,10,5.0
2024,3,11,7.1
2024,3,12,29.29
2024,3,13,16.76
2024,3,14,14.08
2024,3,15,7.82
2024,3,16,19.73
2024,3,17,31.55
2024,3,18,4.27
2024,3,19,1.34
2024,3,20,0.62
2024,3,21,0.43
2024,3,22,0.21
2024,3,23,0.92
2024,3,24,0.92
2024,3,25,0.29
2024,3,26,1.13
2024,3,27,0.72
2024,3,28,1.65
2024,3,29,0.71
2024,3,30,2.95
2024,3,31,2.29
2024,4,1,7.44
2024,4,2,9.72
2024,4,3,12.04
2024,4,4,20.73
2024,4,5,60.59
2024,4,6,8.03
2024,4,7,25.87
2024,4,8,15.67
2024,4,9,13.08
2024,4,10,5.34
2024,4,11,1.85
2024,4,12,1.89
2024,4,13,3.29
2024,4,14,6.28
2024,4,15,6.78
2024,4,16,2.0
2024,4,17,4.75
2024,4,18,8.52
2024,4,19,1.4
2024,4,20,9.13
2024,4,21,7.87
2024,4,22,3.13
2024,4,23,7.19
2024,4,24,6.43
2024,4,25,7.64
2024,4,26,4.18
2024,4,27,1.47
2024,4,28,0.7
2024,4,29,0.45
2024,4,30,0.39
2024,5,1,0.3
2024,5,2,0.58
2024,5,3,0.22
2024,5,4,1.08
2024,5,5,0.5
2024,5,6,0.03
2024,5,7,0.1
2024,5,8,4.11
2024,5,9,2.74
2024,5,10,1.1
2024,5,11,0.8
2024,5,12,0.15
2024,5,13,0.0
2024,5,14,0.01
2024,5,15,0.01
2024,5,16,0.0
2024,5,17,0.05
2024,5,18,0.02
2024,5,19,0.04
2024,5,20,0.03
2024,5,21,0.02
2024,5,22,0.12
2024,5,23,0.38
2024,5,24,2.58
2024,5,25,3.12
2024,5,26,0.33
2024,5,27,0.03
2024,5,28,0.01
2024,5,29,0.08
2024,5,30,0.09
2024,5,31,0.31
2024,6,1,1.09
2024,6,2,4.24
2024,6,3,5.97
2024,6,4,0.58
2024,6,5,0.54
2024,6,6,0.23
2024,6,7,1.27
2024,6,8,3.16
2024,6,9,3.09
2024,6,10,0.9
2024,6,11,1.37
2024,6,12,4.01
2024,6,13,5.39
2024,6,14,5.64
2024,6,15,8.75
2024,6,16,1.85
2024,6,17,0.99
2024,6,18,0.1
2024,6,19,0.02
2024,6,20,0.02
2024,6,21,0.02
2024,6,22,0.01
2024,6,23,0.58
2024,6,24,0.78
2024,6,25,2.5
2024,6,26,1.1
2024,6,27,4.14
2024,6,28,9.7
2024,6,29,0.99
2024,6,30,0.54
2024,7,1,0.66
2024,7,2,7.9
2024,7,3,10.54
2024,7,4,4.14
2024,7,5,0.32
2024,7,6,1.0
2024,7,7,1.28
2024,7,8,0.11
2024,7,9,0.01
2024,7,10,0.0
2024,7,11,0.0
2024,7,12,0.0
2024,7,13,0.0
2024,7,14,0.0
2024,7,15,0.0
2024,7,16,0.0
2024,7,17,0.0
2024,7,18,0.0
2024,7,19,0.0
2024,7,20,0.0
2024,7,21,0.0
2024,7,22,0.0
2024,7,23,0.0
2024,7,24,0.01
2024,7,25,0.0
2024,7,26,0.0
2024,7,27,0.0
2024,7,28,0.0
2024,7,29,0.0
2024,7,30,0.24
2024,7,31,1.14
2024,8,1,1.55
2024,8,2,1.5
2024,8,3,0.21
2024,8,4,0.22
2024,8,5,0.01
2024,8,6,0.0
2024,8,7,0.06
2024,8,8,0.07
2024,8,9,0.0
2024,8,10,0.01
2024,8,11,0.01
2024,8,12,0.0
2024,8,13,0.01
2024,8,14,0.0
2024,8,15,0.0
2024,8,16,0.0
2024,8,17,0.0
2024,8,18,0.0
2024,8,19,0.0
2024,8,20,0.0
2024,8,21,0.0
2024,8,22,0.0
2024,8,23,0.0
2024,8,24,0.0
2024,8,25,0.0
2024,8,26,0.0
2024,8,27,0.0
2024,8,28,0.0
2024,8,29,0.0
2024,8,30,0.0
2024,8,31,0.0
2024,9,1,0.0
2024,9,2,0.0
2024,9,3,2.33
2024,9,4,5.66
2024,9,5,4.75
2024,9,6,2.5
2024,9,7,0.89
2024,9,8,2.31
2024,9,9,0.07
2024,9,10,0.14
2024,9,11,0.15
2024,9,12,0.11
2024,9,13,0.05
2024,9,14,0.23
2024,9,15,0.51
2024,9,16,0.43
2024,9,17,0.01
2024,9,18,0.01
2024,9,19,0.15
2024,9,20,0.21
2024,9,21,0.19
2024,9,22,0.7
2024,9,23,7.51
2024,9,24,3.3
2024,9,25,2.52
2024,9,26,1.3
2024,9,27,0.96
2024,9,28,0.52
2024,9,29,0.73
2024,9,30,0.95
2024,10,1,1.8
2024,10,2,1.45
2024,10,3,0.34
2024,10,4,0.22
2024,10,5,0.79
2024,10,6,0.3
2024,10,7,0.2
2024,10,8,0.42
2024,10,9,0.61
2024,10,10,0.05
2024,10,11,0.18
2024,10,12,0.31
2024,10,13,0.43
2024,10,14,1.81
2024,10,15,1.73
2024,10,16,0.09
2024,10,17,0.01
2024,10,18,0.06
2024,10,19,2.74
2024,10,20,2.55
2024,10,21,1.92
2024,10,22,2.8
2024,10,23,1.59
2024,10,24,1.36
2024,10,25,1.11
2024,10,26,0.28
2024,10,27,0.2
2024,10,28,0.32
2024,10,29,0.61
2024,10,30,0.66
2024,10,31,8.0
2024,11,1,19.39
2024,11,2,12.97
2024,11,3,14.04
2024,11,4,5.5
2024,11,5,2.03
2024,11,6,0.63
2024,11,7,0.2
2024,11,8,0.61
2024,11,9,3.16
2024,11,10,1.69
2024,11,11,0.39
2024,11,12,3.71
2024,11,13,3.32
2024,11,14,0.67
2024,11,15,6.74
2024,11,16,1.93
2024,11,17,7.18
2024,11,18,2.44
2024,11,19,3.37
2024,11,20,4.86
2024,11,21,4.56
2024,11,22,9.1
2024,11,23,7.64
2024,11,24,3.41
2024,11,25,1.74
2024,11,26,13.16
2024,11,27,24.51
2024,11,28,5.2
2024,11,29,14.43
2024,11,30,17.53
2024,12,1,5.37
2024,12,2,8.13
2024,12,3,12.27
2024,12,4,3.37
2024,12,5,6.17
2024,12,6,22.37
