-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2022 through 12/31/2024 in LST
Location: latitude  -7.6835   longitude 114.0333 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 54.99 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
YEAR,MO,DY,PRECTOTCORR
2024,9,19,0.0
2024,9,20,0.0
2024,9,21,0.0
2024,9,22,0.03
2024,9,23,5.61
2024,9,24,4.6
2024,9,25,2.29
2024,9,26,2.27
2024,9,27,1.31
2024,9,28,0.02
2024,9,29,0.01
2024,9,30,0.05
2024,10,1,0.08
2024,10,2,0.02
2024,10,3,0.0
2024,10,4,0.03
2024,10,5,0.03
2024,10,6,0.03
2024,10,7,0.18
2024,10,8,0.18
2024,10,9,0.0
2024,10,10,0.0
2024,10,11,0.0
2024,10,12,0.0
2024,10,13,0.0
2024,10,14,0.0
2024,10,15,0.0
2024,10,16,0.0
2024,10,17,0.0
2024,10,18,0.02
2024,10,19,0.76
2024,10,20,5.69
2024,10,21,4.75
2024,10,22,7.21
2024,10,23,2.74
2024,10,24,0.09
2024,10,25,0.05
2024,10,26,0.0
2024,10,27,0.0
2024,10,28,0.0
2024,10,29,0.02
2024,10,30,0.31
2024,10,31,6.02
2024,11,1,21.29
2024,11,2,13.27
2024,11,3,17.61
2024,11,4,2.8
2024,11,5,0.21
2024,11,6,0.03
2024,11,7,0.02
2024,11,8,0.38
2024,11,9,1.12
2024,11,10,0.61
2024,11,11,0.02
2024,11,12,3.57
2024,11,13,4.67
2024,11,14,0.05
2024,11,15,5.38
2024,11,16,0.72
2024,11,17,6.83
2024,11,18,0.52
2024,11,19,1.88
2024,11,20,2.08
2024,11,21,1.3
2024,11,22,6.59
2024,11,23,3.62
2024,11,24,5.77
2024,11,25,1.06
2024,11,26,4.82
2024,11,27,26.59
2024,11,28,2.09
2024,11,29,20.87
2024,11,30,21.04
2024,12,1,7.38
2024,12,2,12.1
2024,12,3,4.21
2024,12,4,6.83
2024,12,5,10.57
2024,12,6,12.1
2024,12,7,5.19
2024,12,8,11.36
2024,12,9,8.93
2024,12,10,46.19
2024,12,11,20.77
2024,12,12,42.9
2024,12,13,4.37
2024,12,14,20.27
2024,12,15,25.21
2024,12,16,7.51
2024,12,17,5.85
2024,12,18,16.8
2024,12,19,0.41
2024,12,20,0.27
2024,12,21,14.17
2024,12,22,10.89
2024,12,23,11.14
2024,12,24,23.1
2024,12,25,25.52
2024,12,26,14.61
2024,12,27,1.38
2024,12,28,16.44
2024,12,29,1.47
2024,12,30,4.4
2024,12,31,4.97
